"full_text","reply_count","retweet_count","favorite_count","url","created_at"
"""La razón nos engaña a menudo, la conciencia nunca"". 
Jean Jacques Rousseau
#Fuedicho https://t.co/ZwoP2vfPRi","6","320","1528","https://twitter.com/fuedicho/status/1529764365611806724","2022-05-26T10:00:21.000Z"
"""Lo mejor es enemigo de lo bueno"".
Sigmund Freud
#Fuedicho https://t.co/hmy2Tm61Fo","3","55","355","https://twitter.com/fuedicho/status/1529749230402822146","2022-05-26T09:00:12.000Z"
"""Comenzar es la mitad del trabajo, comienza nuevamente con la mitad restante, y habrás terminado"".
Marco Aurelio
#Fuedicho https://t.co/6fbFgE18dF","0","107","645","https://twitter.com/fuedicho/status/1529734155050917888","2022-05-26T08:00:18.000Z"
"""El tiempo es una de las pocas cosas importantes que nos quedan"".
Salvador Dalí
#Fuedicho https://t.co/udfUIK1h2x","5","126","582","https://twitter.com/fuedicho/status/1529719020336848896","2022-05-26T07:00:09.000Z"
"""Quien vive temeroso, nunca será libre"".
Horacio
#Fuedicho https://t.co/VmKAH8mdSP","1","263","1161","https://twitter.com/fuedicho/status/1529703916522422272","2022-05-26T06:00:08.000Z"
"""A veces sucede así en la vida: cuando son los caballos los que han trabajado, es el cochero el que recibe la propina"".
Daphne du Marier
#Fuedicho
Daphne du Maurier https://t.co/PT3oz6F9Wu","10","189","698","https://twitter.com/fuedicho/status/1529688801580355586","2022-05-26T05:00:05.000Z"
"""Apresúrate despacio"".
Julio César
#Fuedicho https://t.co/FruIC4K9PD","11","362","1637","https://twitter.com/fuedicho/status/1529673710533328896","2022-05-26T04:00:07.000Z"
"""El secreto de mi éxito, mitad inspiración y la otra mitad trabajo duro, como siempre"".
J.K. Rowling
#Fuedicho https://t.co/p0wLbhHRXL","5","66","493","https://twitter.com/fuedicho/status/1529658595150909440","2022-05-26T03:00:03.000Z"
"""Las cosas no valen sino lo que se las hace valer"".
Molière
#Fuedicho https://t.co/SvrWYISXss","3","128","617","https://twitter.com/fuedicho/status/1529643507031367680","2022-05-26T02:00:06.000Z"
"""La risa es, por definición, saludable"".
Doris Lessing 
#Fuedicho https://t.co/Mcy2nrRmBl","4","109","586","https://twitter.com/fuedicho/status/1529628399551057923","2022-05-26T01:00:04.000Z"
