"full_text","reply_count","retweet_count","favorite_count","url","created_at"
"“Él nunca se hizo mayor, fue el mundo el que envejeció en torno a él”.
""El tercer hombre"", Carol Reed https://t.co/wXuVOFAeCa","2","78","389","https://twitter.com/literlandweb1/status/1528067645328719875","2022-05-21T17:38:11.000Z"
"https://t.co/vQM0uLylCX","1","141","930","https://twitter.com/literlandweb1/status/1528021102433341440","2022-05-21T14:33:14.000Z"
"""Quizá el tiempo se mida en palabras. En las palabras que se dicen. Y en las que no se dicen. (...) Es necesario aprender a vivir en la espera. (...) Y es necesario aprender a vivir en silencio"".
""La voz dormida"", Dulce Chacón
📷Vivian Maier https://t.co/HPrLrA7Tyq","5","203","979","https://twitter.com/literlandweb1/status/1528021027007102976","2022-05-21T14:32:56.000Z"
"""Y si la mente no es capaz de responder a la evidencia material, ¿cómo reaccionará ante la evidencia emocional?"" Paul Auster
📷Dr. Paul Wolff &amp; Tritschler https://t.co/HdQWoco5ON","1","82","429","https://twitter.com/literlandweb1/status/1528020282132373507","2022-05-21T14:29:59.000Z"
"""Diario de invierno"", Paul Auster https://t.co/ZPsBxlTqZK","17","935","4230","https://twitter.com/literlandweb1/status/1527986142506885120","2022-05-21T12:14:19.000Z"
"""Las relaciones entre personas, en particular las relaciones entre hombres y mujeres son..., ¿cómo lo diría?, una cuestión más general. Algo más ambiguo, más caprichoso, más lastimoso"".
""Hombres sin mujeres"", Haruki Murakami 
📷Bovis Marcel https://t.co/KuqrHUNQGj","2","55","307","https://twitter.com/literlandweb1/status/1527985934297444352","2022-05-21T12:13:29.000Z"
"""A veces me siento diferente. Camino como todos los demás, pero por dentro, me siento como un extraño en mi propia vida"".
""Diarios"", Franz Kafka https://t.co/iPRkQl9EkB","23","2021","8986","https://twitter.com/literlandweb1/status/1527961457819787264","2022-05-21T10:36:14.000Z"
"""Prefiero la calma de la soledad , que la decepción de una mala compañía“. 
Franz Kafka https://t.co/BZElb9lxDX","24","1787","8305","https://twitter.com/literlandweb1/status/1527839741466619904","2022-05-21T02:32:34.000Z"
"""En las grandes crisis, el corazón se rompe o se curte"".
Honoré de Balzac https://t.co/5eOffH0Am2","43","2142","9198","https://twitter.com/literlandweb1/status/1527824354217795584","2022-05-21T01:31:26.000Z"
"RT @_IrAdler: ""Existen en nosotros varias memorias; el cuerpo y el espíritu tienen cada uno la suya."" #HonoreDeBalzac (📽: Sommaren med Moni…","0","68","0","https://twitter.com/literlandweb1/status/1527824208654368772","2022-05-21T01:30:51.000Z"
"Honoré de Balzac https://t.co/WYuLC3FAYS","20","600","3154","https://twitter.com/literlandweb1/status/1527804490199474176","2022-05-21T00:12:30.000Z"
"https://t.co/1oOCuIJf7n","36","1280","5366","https://twitter.com/literlandweb1/status/1527773601797226496","2022-05-20T22:09:45.000Z"
"""La paciencia es una virtud calumniada, quizá porque es la más difícil de poner en práctica"".
Sigrid Undset https://t.co/yTSm2gUctU","4","249","1209","https://twitter.com/literlandweb1/status/1527770949403172866","2022-05-20T21:59:13.000Z"
